Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,Value,Wage,Total stats,Unnamed: 9
,T. Malacia LB LM,25,75,76,Manchester United 2022 ~ 2028,€6M,€58K,1928,
,A. Bayındır GK,27,75,77,Manchester United 2023 ~ 2027,€5M,€38K,1150,
,N. Savona RB RM,22,75,81,Nottingham Forest 2025 ~ 2030,€8.5M,€56K,1878,
,Jair Cunha CB,20,75,82,Nottingham Forest 2025 ~ 2030,€10.5M,€47K,1704,
,L. Lucca ST,24,75,79,"Nottingham Forest Jun 30, 2026 On loan",€8M,€17K,1767,
,A. Kinský GK,22,75,81,Tottenham Hotspur 2025 ~ 2031,€7.5M,€35K,1140,
,B. Davies CB,32,75,75,Tottenham Hotspur 2014 ~ 2029,€3.6M,€73K,1901,
,R. Drăgușin CB,23,75,81,Tottenham Hotspur 2024 ~ 2029,€8M,€60K,1704,
,Adama Traoré RM RW,29,75,75,West Ham United 2026 ~ 2030,€5.5M,€56K,1880,
,M. Kilman CB,28,75,76,West Ham United 2024 ~ 2031,€5.5M,€53K,1742,
,M. Hermansen GK,24,75,80,West Ham United 2025 ~ 2030,€7M,€26K,1271,
,B. Traoré RW RM,29,75,75,Sunderland 2025 ~ 2029,€5.5M,€54K,1940,
,W. Isidor ST,24,75,78,Sunderland 2025 ~ 2028,€8M,€46K,1852,
,J. Bellegarde CAM CM LW,27,75,76,Wolverhampton Wanderers 2023 ~ 2028,€6.5M,€54K,2057,
,Toti CB,26,75,78,Wolverhampton Wanderers 2020 ~ 2029,€6.5M,€51K,1860,
,Hugo Bueno LB LM,22,75,80,Wolverhampton Wanderers 2021 ~ 2028,€8M,€44K,1966,
,T. Castagne RB RM,29,75,75,Fulham FC 2023 ~ 2027,€4.9M,€63K,1919,
,M. Edwards RM RW,26,75,75,Burnley 2025 ~ 2029,€6M,€49K,1795,
,Z. Flemming ST,26,75,76,Burnley 2025 ~ 2029,€6.5M,€53K,2036,
,Hannibal CM CAM LM,22,75,82,Burnley 2024 ~ 2028,€11.5M,€42K,2072,
,E. Nketiah ST,26,75,76,Crystal Palace 2024 ~ 2029,€6.5M,€69K,1766,
,A. Webster CB,30,75,75,Brighton & Hove Albion 2019 ~ 2029,€4.6M,€67K,1622,
,Igor Julio CB LB,27,75,77,Brighton & Hove Albion 2023 ~ 2027,€6M,€64K,1674,
,R. Nelson RM LM RW,25,75,76,"Brentford Jun 30, 2026 On loan",€6.5M,€84K,1810,
,E. Pinnock CB,32,75,75,Brentford 2019 ~ 2027,€3.6M,€57K,1663,
,A. Hickey RB LB RM,23,75,79,Brentford 2022 ~ 2029,€7.5M,€47K,1918,
,J. Hill CB RB,23,75,79,AFC Bournemouth 2022 ~ 2029,€7M,€47K,1748,
,L. Sinayoko ST RM CAM,25,75,78,AJ Auxerre 2019 ~ 2029,€7.5M,€23K,1897,
,K. Danois CM CDM,21,75,83,AJ Auxerre 2022 ~ 2029,€12.5M,€17K,1954,
,I. Ganiou CB RB RM,20,75,83,RC Lens 2025 ~ 2027,€11.5M,€17K,1875,
,A. Masuaku LB LM,31,75,75,"RC Lens Jun 30, 2026 On loan",€4.1M,€49K,2048,
,A. Haidara CM CDM,27,75,75,RC Lens 2026 ~ 2029,€6M,€24K,2012,
,H. Igamane ST CAM,22,75,83,Lille OSC 2025 ~ 2030,€12.5M,€25K,1878,
,C. Mbemba CB,30,75,75,Lille OSC 2025 ~ 2029,€4.6M,€26K,1857,
,Félix Correia LM RM LW,24,75,78,Lille OSC 2025 ~ 2029,€7.5M,€23K,1886,
,N. Ngoy CB,22,75,83,Lille OSC 2025 ~ 2029,€12M,€22K,1816,
,Tiago Santos RB RM,22,75,79,Lille OSC 2023 ~ 2028,€7.5M,€22K,1946,
,R. Descamps GK,29,75,76,Olympique Lyonnais 2024 ~ 2029,€4.3M,€13K,1053,
,R. Yaremchuk ST,29,75,75,"Olympique Lyonnais Jun 30, 2026 On loan",€5.5M,€31K,1909,
,Abner Vinícius LB LM,25,75,78,Olympique Lyonnais 2024 ~ 2029,€7M,€18K,1977,
,E. Nuamah RM RW,21,75,82,Olympique Lyonnais 2024 ~ 2028,€11.5M,€14K,1762,
,Afonso Moreira LM LW,20,75,84,Olympique Lyonnais 2025 ~ 2029,€12.5M,€14K,1879,
,Ansu Fati LM LW CAM,22,75,81,"AS Monaco Jun 30, 2026 On loan",€9M,€56K,1859,
,C. Mawissa CB LB CDM,20,75,84,AS Monaco 2024 ~ 2029,€11.5M,€19K,1704,
,M. Dupé GK,32,75,75,OGC Nice 2024 ~ 2029,€2.8M,€16K,1142,
,A. Abdi LB LM,31,75,75,OGC Nice 2024 ~ 2027,€4.1M,€24K,1983,
,M. Cho RW RM ST,21,75,82,OGC Nice 2024 ~ 2028,€11.5M,€20K,1750,
,M. Bombito CB,25,75,80,OGC Nice 2024 ~ 2028,€7.5M,€22K,1770,
,J. Enciso CAM ST,21,75,84,RC Strasbourg Alsace 2025 ~ 2029,€12.5M,€33K,1803,
,S. Nanasi CAM LM CM,23,75,82,RC Strasbourg Alsace 2024 ~ 2029,€11.5M,€38K,1813,
,M. Talbi CB,27,75,77,FC Lorient 2022 ~ 2027,€6M,€18K,1591,
,B. Meïté CB,23,75,79,"FC Lorient Jun 30, 2026 On loan",€7M,€28K,1595,
,C. Egan-Riley CB,22,75,80,Olympique de Marseille 2025 ~ 2029,€8M,€28K,1748,
,R. Majecki GK,25,75,78,"Stade Brestois 29 Jun 30, 2026 On loan",€6M,€16K,1154,
,G. Coudert GK,26,75,77,Stade Brestois 29 2021 ~ 2027,€5.5M,€14K,1042,
,B. Locko LB LM,23,75,80,Stade Brestois 29 2023 ~ 2027,€8M,€18K,1834,
,K. Doumbia CAM CM,22,75,81,Stade Brestois 29 2024 ~ 2029,€9M,€20K,1939,
,H. Belkebla CDM CM,31,75,75,Angers SCO 2024 ~ 2030,€3.9M,€15K,1857,
,J. Lefort CB,31,75,75,Angers SCO 2023 ~ 2029,€3.8M,€15K,1726,
,A. Touré CDM CM,31,75,75,Le Havre AC 2023 ~ 2029,€3.9M,€15K,1820,
,D. Sidibé RB RM CB CDM,32,75,75,Toulouse FC 2024 ~ 2029,€3.9M,€22K,1923,
,C. Cásseres Jr CDM CM,25,75,80,Toulouse FC 2023 ~ 2027,€7.5M,€20K,2035,
,J. Ikoné RW RM,27,75,75,Paris FC 2025 ~ 2027,€6M,€43K,1857,
,M. Munetsi CM CAM CDM,29,75,75,"Paris FC Jun 30, 2026 On loan",€5.5M,€56K,1988,
,L. Karl CAM RM ST,17,75,88,FC Bayern München 2025 ~ 2028,€13M,€25K,1790,
,H. Tabaković ST,31,75,75,"Borussia Mönchengladbach Jun 30, 2026 On loan",€4.8M,€35K,1721,
,F. Neuhaus CM CAM CDM,28,75,75,Borussia Mönchengladbach 2017 ~ 2027,€5.5M,€27K,2007,
,J. Scally RB CB RM RW,22,75,78,Borussia Mönchengladbach 2021 ~ 2027,€7M,€21K,1870,
,P. Sander CDM CM CB,27,75,76,Borussia Mönchengladbach 2024 ~ 2028,€6M,€24K,1979,
,L. Kübler RB,32,75,75,SC Freiburg 2015 ~ 2029,€3.9M,€26K,1863,
,Y. Suzuki CAM ST,23,75,78,SC Freiburg 2025 ~ 2029,€7.5M,€23K,1893,
,M. Muheim LB LM,27,75,75,Hamburger SV 2022 ~ 2027,€5.5M,€22K,2027,
,A. Castro-Montes RM LM RB RW,28,75,75,1. FC Köln 2025 ~ 2028,€5.5M,€24K,2061,
,M. Bülter ST LM LW CAM,32,75,75,1. FC Köln 2025 ~ 2027,€4.6M,€26K,1953,
,E. Ben Seghir CAM LM CM,20,75,84,Bayer 04 Leverkusen 2025 ~ 2030,€12.5M,€42K,1838,
,J. Vagnoman RB RM,24,75,78,VfB Stuttgart 2022 ~ 2028,€7M,€27K,1969,
,L. Assignon RB RM,25,75,80,VfB Stuttgart 2025 ~ 2029,€7.5M,€30K,1906,
,Y. Sugawara RB RM,25,75,79,"SV Werder Bremen Jun 30, 2026 On loan",€7M,€45K,1979,
,F. Agu LB LM,25,75,78,SV Werder Bremen 2020 ~ 2027,€7M,€23K,1946,
,M. Backhaus GK,21,75,84,SV Werder Bremen 2022 ~ 2027,€11M,€9K,1010,
,D. da Costa CB RB RM,31,75,75,1. FSV Mainz 05 2022 ~ 2027,€3.8M,€26K,1949,
,P. Mwene LB LM RM,31,75,75,1. FSV Mainz 05 2023 ~ 2030,€4.1M,€26K,1916,
,B. Hollerbach ST CAM LM,24,75,79,1. FSV Mainz 05 2025 ~ 2029,€8M,€24K,1890,
,M. Jenz CB,26,75,78,VfL Wolfsburg 2023 ~ 2027,€6.5M,€37K,1576,
,Vinicius Souza CDM CM,26,75,78,VfL Wolfsburg 2025 ~ 2030,€6.5M,€37K,1918,
,S. Kumbedi RB RM,20,75,81,VfL Wolfsburg 2025 ~ 2029,€8M,€27K,1844,
,M. Zetterer GK,29,75,75,Eintracht Frankfurt 2025 ~ 2029,€3.8M,€18K,1294,
,J. Bahoya LM LW CAM,20,75,85,Eintracht Frankfurt 2024 ~ 2029,€12.5M,€21K,1872,
,C. Trimmel RB RM,38,75,75,1. FC Union Berlin 2014 ~ 2028,€1.2M,€23K,2006,
,D. Köhn LB LM,26,75,76,1. FC Union Berlin 2025 ~ 2029,€6M,€29K,2040,
,Bernardo LB CB,30,75,75,TSG 1899 Hoffenheim 2025 ~ 2027,€4.8M,€31K,1942,
,K. Machida CB,27,75,75,TSG 1899 Hoffenheim 2025 ~ 2029,€5M,€29K,1694,
,A. Hajdari CB LB,22,75,79,TSG 1899 Hoffenheim 2025 ~ 2029,€7.5M,€25K,1606,
,A. Prass LB LM CM,24,75,77,TSG 1899 Hoffenheim 2024 ~ 2028,€6.5M,€25K,2049,
,M. Gregoritsch ST,31,75,75,"FC Augsburg Jun 30, 2026 On loan",€4.8M,€17K,1840,
,K. Schlotterbeck CB,28,75,76,FC Augsburg 2024 ~ 2027,€5.5M,€31K,1611,
,H. Massengo CDM CM,23,75,80,FC Augsburg 2025 ~ 2030,€8M,€25K,1914,
,K. Jakić CDM CM CB,28,75,75,FC Augsburg 2024 ~ 2028,€4.9M,€31K,1942,
,D. Ramaj GK,23,75,81,"1. FC Heidenheim 1846 Jun 30, 2026 On loan",€7M,€18K,1304,
,E. Bitshiabu CB,20,75,85,RB Leipzig 2023 ~ 2029,€11.5M,€29K,1672,
,B. Gruda CAM RM CM,21,75,85,"RB Leipzig Jun 30, 2026 On loan",€12.5M,€51K,1888,
,C. Harder ST CAM LW,20,75,85,RB Leipzig 2025 ~ 2030,€12.5M,€34K,1874,
,M. Bakker LB LM RM,25,75,80,Atalanta 2023 ~ 2027,€7.5M,€45K,1982,
,Josep Martínez GK,27,75,77,Inter 2024 ~ 2029,€5M,€16K,1045,
,A. Diouf CM CAM,22,75,81,Inter 2025 ~ 2030,€9M,€23K,2036,
,E. Holm RB RM,25,75,78,"Juventus Jun 30, 2026 On loan",€7M,€37K,1948,
,F. Miretti CM CAM LM,21,75,80,Juventus 2021 ~ 2028,€8.5M,€59K,2043,
,Patric CB CDM,32,75,75,Lazio 2015 ~ 2027,€3.6M,€29K,1877,
,T. Bašić CM CDM,28,75,75,Lazio 2021 ~ 2028,€5.5M,€30K,2045,
,K. De Winter CB,23,75,84,AC Milan 2025 ~ 2030,€11.5M,€31K,1789,
,Juan Jesus CB,34,75,75,Napoli 2021 ~ 2029,€1.8M,€68K,1662,
,B. Gilmour CM CDM,24,75,79,Napoli 2024 ~ 2029,€8M,€59K,1949,
,E. Delprato CB RB,25,75,78,Parma 2022 ~ 2027,€6.5M,€18K,1940,
,H. Nicolussi Caviglia CDM CM,25,75,79,"Parma Jun 30, 2026 On loan",€7M,€5K,2029,
,E. Valeri LB LM,26,75,76,Parma 2024 ~ 2028,€6M,€19K,2036,
,I. Ilić CDM CM CB,24,75,80,Torino 2023 ~ 2027,€8M,€28K,2024,
,F. Israel GK,25,75,80,Torino 2025 ~ 2028,€6.5M,€19K,1086,
,C. Casadei CM CDM,22,75,83,Torino 2025 ~ 2029,€12.5M,€29K,2013,
,J. Karlström CDM CM,30,75,75,Udinese 2024 ~ 2030,€4.7M,€18K,1940,
,N. Zaniolo ST RW RM CAM,25,75,76,"Udinese Jun 30, 2026 On loan",€7M,€43K,1967,
,F. Bernardeschi RM ST RW,31,75,75,Bologna 2025 ~ 2027,€4.7M,€42K,2018,
,N. Moro CDM CM CB,27,75,75,Bologna 2023 ~ 2027,€5.5M,€38K,2042,
,T. Dallinga ST,24,75,80,Bologna 2024 ~ 2028,€8.5M,€38K,1776,
,J. Rowe LM RM LW,22,75,82,Bologna 2025 ~ 2029,€11.5M,€35K,1887,
,A. Gallo LB LM,25,75,78,Lecce 2019 ~ 2028,€7M,€12K,1910,
,I. Smolčić RB CB CM,24,75,78,Como 2025 ~ 2029,€7M,€55K,1931,
,Alberto Moreno LB CM,32,75,75,Como 2024 ~ 2029,€3.9M,€66K,2021,
,M. Kempf CB CDM,30,75,75,Como 2024 ~ 2027,€4.6M,€66K,1809,
,S. Esposito ST CAM,22,75,82,"Cagliari Jun 30, 2026 On loan",€11.5M,€25K,1961,
,M. Palestra RB RM,20,75,84,"Cagliari Jun 30, 2026 On loan",€12M,€35K,1964,
,D. Rugani CB,30,75,75,"Fiorentina Jun 30, 2026 On loan",€4.6M,€80K,1571,
,L. Ranieri CB,26,75,78,Fiorentina 2017 ~ 2028,€6.5M,€38K,1795,
,R. Piccoli ST,24,75,80,Fiorentina 2025 ~ 2030,€8.5M,€38K,1783,
,F. Parisi LB RB RM CM,24,75,80,Fiorentina 2023 ~ 2028,€8M,€33K,2023,
,P. Comuzzo CB,20,75,86,Fiorentina 2023 ~ 2028,€11.5M,€28K,1575,
,R. Malinovskyi CM CAM CDM,32,75,75,Genoa 2024 ~ 2027,€4.4M,€23K,2104,
,J. Bijlow GK,27,75,76,Genoa 2026 ~ 2028,€4.8M,€14K,1158,
,L. Østigård CB,25,75,80,Genoa 2026 ~ 2030,€7.5M,€20K,1691,
,J. Vásquez CB,26,75,78,Genoa 2022 ~ 2028,€6.5M,€21K,1695,
,Vitinha ST,25,75,78,Genoa 2024 ~ 2028,€7.5M,€23K,1874,
,Raúl Albiol CB,39,75,75,Pisa 2025 ~ 2029,€1M,€7K,1618,
,J. Cuadrado RM RB RW,37,75,75,Pisa 2025 ~ 2028,€1.8M,€9K,2077,
,R. Durosinmi ST,22,75,81,Pisa 2026 ~ 2030,€9M,€11K,1800,
,J. Vardy ST,38,75,75,Cremonese 2025 ~ 2029,€1.9M,€11K,1984,
,A. Sanabria ST,29,75,75,Cremonese 2025 ~ 2028,€5.5M,€14K,1838,
,S. Luperto CB,28,75,76,Cremonese 2026 ~ 2028,€5.5M,€13K,1798,
,F. Baschirotto CB,28,75,76,Cremonese 2025 ~ 2028,€5.5M,€13K,1862,
,A. Pinamonti ST,26,75,76,Sassuolo 2023 ~ 2027,€6.5M,€22K,1784,
,I. Koné CM CDM,23,75,79,Sassuolo 2026 ~ 2029,€8M,€18K,1950,
,Marc Bernal CDM CM,18,75,86,FC Barcelona 2023 ~ 2029,€11M,€39K,1926,
,C. Bakambu ST LW LM,34,75,75,Real Betis Balompié 2024 ~ 2029,€2.7M,€28K,1888,
,N. Deossa CDM CM CAM,25,75,80,Real Betis Balompié 2025 ~ 2030,€7.5M,€23K,2114,
,Carreira RB RM LM,24,75,78,RC Celta 2019 ~ 2029,€7M,€21K,1900,
,W. Swedberg LW CM CAM LM,21,75,82,RC Celta 2022 ~ 2029,€11.5M,€20K,1962,
,Ferran Jutglà ST RW LM CAM,26,75,75,RC Celta 2025 ~ 2029,€6M,€27K,1894,
,Hugo Álvarez LM RM LW,21,75,81,RC Celta 2022 ~ 2028,€9M,€19K,1896,
,Pere Milla LM ST CAM LW,32,75,75,RCD Espanyol 2023 ~ 2027,€4.5M,€22K,2022,
,Calero CB,29,75,75,RCD Espanyol 2019 ~ 2028,€4.7M,€21K,1809,
,Pol Lozano CDM CM,25,75,77,RCD Espanyol 2017 ~ 2027,€6.5M,€19K,1960,
,Omar El Hilali RB CB RM,21,75,81,RCD Espanyol 2023 ~ 2027,€8.5M,€15K,1862,
,Jan Virgili LW LM RM,18,75,86,RCD Mallorca 2025 ~ 2030,€12M,€20K,1776,
,Omar Mascarell CDM CM CB,32,75,75,RCD Mallorca 2023 ~ 2029,€3.7M,€28K,1928,
,B. Santamaria CM CDM,30,75,75,Valencia CF 2025 ~ 2027,€5.5M,€34K,1937,
,J. Haberer CM RM CDM,31,74,74,1. FC Union Berlin 2022 ~ 2027,€3.5M,€30K,1944,
,A. Schäfer CM CAM CDM,26,74,75,1. FC Union Berlin 2022 ~ 2027,€4.9M,€28K,1919,
,A. Kemlein CM CDM,20,74,79,1. FC Union Berlin 2022 ~ 2030,€6M,€21K,1887,
,A. Ilić ST,25,74,76,1. FC Union Berlin 2025 ~ 2027,€5.5M,€30K,1722,
,I. Bebou ST RW RM CAM,31,74,74,TSG 1899 Hoffenheim 2019 ~ 2030,€3.6M,€32K,1829,
,V. Gendrey RB RM,25,74,78,TSG 1899 Hoffenheim 2024 ~ 2028,€5.5M,€26K,1764,
,Arthur Chaves CB,24,74,79,"FC Augsburg Jun 30, 2026 On loan",€6M,€23K,1659,
,C. Zesiger CB,27,74,76,FC Augsburg 2025 ~ 2029,€4.5M,€27K,1686,
,F. Rieder CAM CM RM,23,74,81,FC Augsburg 2025 ~ 2030,€8.5M,€25K,1903,
,R. Fellhauer CDM CM RM,27,74,74,FC Augsburg 2025 ~ 2027,€4M,€27K,1927,
,J. Irvine CM CDM,32,74,74,FC St. Pauli 2021 ~ 2029,€3.3M,€22K,2020,
,E. Smith CB CDM CM,28,74,74,FC St. Pauli 2021 ~ 2030,€3.6M,€22K,1919,
,H. Wahl CB,31,74,74,FC St. Pauli 2023 ~ 2028,€2.9M,€22K,1607,
,N. Dorsch CM CDM,27,74,74,1. FC Heidenheim 1846 2024 ~ 2028,€4.5M,€26K,2048,
,A. Ouédraogo CM CAM CDM,19,74,87,RB Leipzig 2024 ~ 2029,€10M,€27K,1968,
,J. Cabal LB CB,24,74,79,Juventus 2024 ~ 2029,€6M,€61K,1788,
,L. Pellegrini LB LM,26,74,75,Lazio 2025 ~ 2027,€4.5M,€25K,1862,
,D. Maldini CAM ST CM,23,74,81,"Lazio Jun 30, 2026 On loan",€8.5M,€41K,1945,
,M. Cancellieri RW LW LM RM,23,74,79,Lazio 2023 ~ 2027,€6.5M,€25K,1924,
,T. Noslin ST RM LM CAM,25,74,77,Lazio 2024 ~ 2029,€5.5M,€28K,1909,
,Z. Suzuki GK,22,74,80,Parma 2024 ~ 2029,€5.5M,€9K,1149,
,A. Ndiaye CB,23,74,78,Parma 2025 ~ 2029,€5.5M,€15K,1579,
,P. Gollini GK,30,74,74,Roma 2025 ~ 2027,€2.8M,€26K,1239,
,D. Rensch RB CB RM CM,22,74,79,Roma 2025 ~ 2029,€6M,€33K,1874,
,E. Ferguson ST,20,74,82,"Roma Jun 30, 2026 On loan",€9.5M,€51K,1753,
,A. Tameze CDM CM CB,31,74,74,Torino 2023 ~ 2030,€3M,€31K,2020,
,Z. Aboukhlal CAM RM LM CM,25,74,77,Torino 2025 ~ 2029,€5.5M,€30K,1894,
,A. Ismajli CB,28,74,74,Torino 2025 ~ 2027,€3.6M,€31K,1640,
,K. Davis ST CAM,27,74,74,Udinese 2023 ~ 2027,€4.6M,€18K,1786,
,J. Ekkelenkamp CM LM CAM,25,74,77,Udinese 2024 ~ 2029,€5.5M,€16K,2003,
,M. Okoye GK,25,74,78,Udinese 2023 ~ 2028,€4.6M,€9K,1121,
,A. Atta CM CAM,22,74,82,Udinese 2025 ~ 2029,€9.5M,€14K,1989,
,N. Casale CB,27,74,76,Bologna 2025 ~ 2028,€4.5M,€35K,1890,
,S. Sohm CM CDM CAM,24,74,79,"Bologna Jun 30, 2026 On loan",€6.5M,€32K,2019,
,T. Heggem CB LB,26,74,76,Bologna 2025 ~ 2027,€4.6M,€35K,1800,
,T. Pobega CM CDM,25,74,76,Bologna 2026 ~ 2028,€5.5M,€35K,2100,
,M. Vitík CB,22,74,80,Bologna 2025 ~ 2029,€6M,€31K,1685,
,V. Nelsson CB,26,74,76,"Hellas Verona FC Jun 30, 2026 On loan",€4.6M,€37K,1780,
,G. Orban ST,22,74,81,"Hellas Verona FC Jun 30, 2026 On loan",€8.5M,€27K,1798,
,L. Coulibaly CDM CM,29,74,74,Lecce 2024 ~ 2027,€3.6M,€12K,1939,
,R. Sottil LM LW,26,74,75,"Lecce Jun 30, 2026 On loan",€5M,€37K,1762,
,Jacobo Ramón CB,20,74,84,Como 2025 ~ 2030,€8.5M,€43K,1667,
,Álex Valle LB LM,21,74,84,Como 2025 ~ 2029,€9M,€43K,1987,
,A. Belotti ST,31,74,74,Cagliari 2025 ~ 2029,€3.6M,€13K,1834,
,M. Folorunsho CM CAM ST,27,74,74,"Cagliari Jun 30, 2026 On loan",€4.5M,€63K,2088,
,S. Kılıçsoy ST LW LM CAM,19,74,81,"Cagliari Jun 30, 2026 On loan",€8.5M,€24K,1858,
,Aarón Martín LB LM,28,74,74,Genoa 2023 ~ 2028,€3.8M,€21K,1977,
,B. Norton-Cuffy RB RM,21,74,80,Genoa 2024 ~ 2029,€6.5M,€14K,1868,
,T. Baldanzi CAM CM,22,74,80,"Genoa Jun 30, 2026 On loan",€7M,€35K,1868,
,M. Aebischer CM CDM,28,74,74,"Pisa Jun 30, 2026 On loan",€4.2M,€39K,2011,
,M. Tramoni CAM ST CM,25,74,77,Pisa 2022 ~ 2028,€5.5M,€10K,1978,
,U. Garcia LB CB LM,29,74,74,"Sassuolo Jun 30, 2026 On loan",€3.7M,€31K,1855,
,A. Murić GK,26,74,76,"Sassuolo Jun 30, 2026 On loan",€4M,€28K,1278,
,T. Muharemović CB,22,74,80,Sassuolo 2024 ~ 2030,€6M,€15K,1569,
,R. Bardghji RW RM,19,74,85,FC Barcelona 2025 ~ 2029,€9M,€46K,1797,
,Gonzalo ST,21,74,84,Real Madrid 2023 ~ 2030,€9.5M,€86K,1891,
,Junior Firpo LB LM,28,74,74,Real Betis Balompié 2025 ~ 2028,€3.8M,€23K,1971,
,Javi Rueda RB RM,23,74,81,RC Celta 2023 ~ 2029,€8M,€19K,1924,
,Hugo Sotelo CM CDM,21,74,81,RC Celta 2021 ~ 2028,€8.5M,€17K,1962,
,Pablo Durán ST LW CAM,24,74,78,RC Celta 2022 ~ 2027,€6M,€22K,1807,
,J. Worrall CB,28,73,73,Burnley 2024 ~ 2028,€2.6M,€41K,1480,
,A. Tuanzebe CB RB,27,73,73,Burnley 2025 ~ 2027,€2.8M,€39K,1802,
,L. Foster ST LM LW,24,73,75,Burnley 2023 ~ 2028,€4M,€39K,1802,
,J. Beyer CB,25,73,75,Burnley 2023 ~ 2027,€3.4M,€37K,1739,
,M. Trésor LM LW,26,73,73,Burnley 2023 ~ 2028,€3.3M,€41K,1837,
,C. Kostoulas ST CAM RM,18,73,85,Brighton & Hove Albion 2025 ~ 2030,€7M,€42K,1869,
,J. Steele GK,34,73,73,Brighton & Hove Albion 2018 ~ 2027,€525K,€37K,1248,
,A. Milambo CM CAM,20,73,85,Brentford 2025 ~ 2030,€7.5M,€35K,1918,
,A. Smith RB RM,34,73,73,AFC Bournemouth 2014 ~ 2027,€1.1M,€48K,1912,
,E. Owusu CDM CM,27,73,74,AJ Auxerre 2023 ~ 2027,€3.1M,€18K,1839,
,D. Namaso LM ST CAM LW,24,73,76,"AJ Auxerre Jun 30, 2026 On loan",€4.2M,€10K,1769,
,S. Diomandé CB,24,73,77,AJ Auxerre 2024 ~ 2027,€3.9M,€16K,1768,
,A. Sima LW LM,24,73,77,RC Lens 2025 ~ 2029,€4.4M,€19K,1904,
,A. Bodart GK,27,73,75,Lille OSC 2025 ~ 2027,€2.8M,€13K,1209,
,A. Karabec RM RW,21,73,79,"Olympique Lyonnais Jun 30, 2026 On loan",€4.9M,€14K,1865,
,J. Lepenant CM CAM CDM,22,73,79,FC Nantes 2025 ~ 2029,€4.9M,€13K,1963,
,A. Bah CB,19,73,81,"OGC Nice Jun 30, 2026 On loan",€6M,€45K,1559,
,T. Ndombele CM CDM,28,73,73,OGC Nice 2024 ~ 2028,€3M,€21K,1962,
,Tiago Gouveia RW LW LM RM,24,73,79,"OGC Nice Jun 30, 2026 On loan",€4.8M,€14K,1812,
,M. Abdelmonem CB,26,73,76,OGC Nice 2024 ~ 2028,€3.5M,€19K,1721,
,T. Louchet RM CM LM RW,22,73,81,OGC Nice 2023 ~ 2027,€7M,€18K,1880,
,D. Cissé CM CDM,21,73,83,Stade Rennais FC 2024 ~ 2030,€7M,€15K,1894,
,G. Kamara CDM CM,29,73,73,Stade Rennais FC 2024 ~ 2028,€2.6M,€20K,1940,
,A. Nordin RM LM LW RW,27,73,73,"Stade Rennais FC Jun 30, 2026 On loan",€3.2M,€21K,1850,
,A. Omobamidele CB,23,73,78,RC Strasbourg Alsace 2025 ~ 2029,€4.2M,€30K,1566,
,L. Høgsberg CB,19,73,82,RC Strasbourg Alsace 2025 ~ 2030,€6M,€24K,1680,
,A. Anselmino CB,20,73,81,"RC Strasbourg Alsace Jun 30, 2026 On loan",€6M,€48K,1763,
,S. El Mourabet CM CDM,19,73,82,RC Strasbourg Alsace 2023 ~ 2030,€6.5M,€25K,1849,
,T. Le Bris RM LM RB,22,73,80,FC Lorient 2019 ~ 2027,€6M,€14K,1872,
,P. Pagis CAM LM CM,22,73,81,FC Lorient 2022 ~ 2027,€7M,€14K,1802,
,B. Nadir CM CAM CDM,21,73,77,Olympique de Marseille 2021 ~ 2029,€4.4M,€21K,1844,
,Mama Baldé LW ST LM,29,73,73,Stade Brestois 29 2024 ~ 2027,€3M,€21K,1968,
,R. Labeau Lascary LM ST RM LW,22,73,80,"Stade Brestois 29 Jun 30, 2026 On loan",€6M,€18K,1752,
,O. Camara CB,22,73,78,Angers SCO 2022 ~ 2029,€4.2M,€10K,1672,
,I. Soumaré LM ST LW,24,73,76,Le Havre AC 2023 ~ 2029,€4.2M,€11K,1759,
,Y. Kechta CM CAM,23,73,80,Le Havre AC 2019 ~ 2029,€6M,€11K,1885,
,M. Mbow CB,25,73,76,Paris FC 2023 ~ 2028,€3.6M,€31K,1615,
,J. Krasso ST CAM,27,73,73,Paris FC 2024 ~ 2027,€3.3M,€36K,1723,
,S. Ulreich GK,36,73,73,FC Bayern München 2021 ~ 2028,€350K,€15K,1125,
,G. Reyna CAM LM RM CM,22,73,78,Borussia Mönchengladbach 2025 ~ 2028,€4.7M,€19K,1874,
,S. Machino ST CAM,25,73,76,Borussia Mönchengladbach 2025 ~ 2029,€4.1M,€22K,1921,
,Y. Engelhardt CDM CM,24,73,76,"Borussia Mönchengladbach Jun 30, 2026 On loan",€3.8M,€46K,1812,
,L. Ullrich LB LM LW,21,73,79,Borussia Mönchengladbach 2023 ~ 2029,€4.6M,€15K,1843,
,M. Rosenfelder CB RB,22,73,79,SC Freiburg 2023 ~ 2029,€4.4M,€18K,1680,
,D. Scherhant LM ST LW,22,73,78,SC Freiburg 2025 ~ 2030,€4.7M,€19K,1749,
,N. Capaldo CM CDM CB,26,73,74,Hamburger SV 2025 ~ 2028,€3.6M,€20K,2023,
,A. Grønbæk CAM CM LM ST,24,73,78,"Hamburger SV Jun 30, 2026 On loan",€4.6M,€18K,1988,
,P. Otele LM LW ST,26,73,73,"Hamburger SV Jun 30, 2026 On loan",€3.3M,€18K,1833,
,N. Remberg CM CDM,25,73,76,Hamburger SV 2025 ~ 2028,€4M,€19K,1949,
,L. Waldschmidt CAM ST CM,29,73,73,1. FC Köln 2024 ~ 2027,€3M,€21K,1835,
